case_id,teacher_success,teacher_hit_round,teacher_budget_used,teacher_teacher_match_rate,teacher_termination_reason,current_success,current_hit_round,current_budget_used,current_teacher_match_rate,current_termination_reason,mixed_success,mixed_hit_round,mixed_budget_used,mixed_teacher_match_rate,mixed_termination_reason,panel,teacher_win,current_win,mixed_win,common_wins,mixed_only_wins,teacher_only_wins,current_only_wins,teacher_mixed_common_wins,teacher_current_common_wins,row_type,teacher_win_rate,current_win_rate,mixed_win_rate,mixed_better_than_current_cases,current_better_than_mixed_cases
val:scenario339:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario340:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario341:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario342:part0,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario343:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,0.8,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario344:part0,1.0,9.0,27.0,1.0,source_hit,1.0,10.0,30.0,0.9,source_hit,1.0,9.0,27.0,0.8888888888888888,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario345:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario346:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario347:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario348:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario349:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario350:part0,1.0,10.0,30.0,1.0,source_hit,1.0,8.0,24.0,0.5,source_hit,1.0,9.0,27.0,0.7777777777777778,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario351:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario352:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario353:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,0.9,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario354:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario355:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario356:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,0.6666666666666666,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario357:part0,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario358:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario359:part0,1.0,8.0,24.0,1.0,source_hit,1.0,8.0,24.0,1.0,source_hit,1.0,8.0,24.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario360:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario361:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario362:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario363:part0,1.0,9.0,27.0,1.0,source_hit,1.0,9.0,27.0,1.0,source_hit,1.0,9.0,27.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario364:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario365:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario366:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,0.8333333333333334,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario367:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario368:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario369:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario370:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario371:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario372:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario373:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario374:part0,1.0,1.0,1.0,1.0,source_hit,1.0,1.0,1.0,1.0,source_hit,1.0,1.0,1.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario375:part0,1.0,9.0,27.0,1.0,source_hit,1.0,9.0,27.0,0.8888888888888888,source_hit,1.0,9.0,27.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario376:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario377:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario378:part0,1.0,8.0,24.0,1.0,source_hit,1.0,8.0,24.0,1.0,source_hit,1.0,8.0,24.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario379:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario380:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario381:part0,1.0,10.0,30.0,1.0,source_hit,0.0,,30.0,0.2,budget_exhausted,1.0,10.0,30.0,1.0,source_hit,val_B30,1.0,0.0,1.0,0,0,0,0,1,0,case,,,,,
val:scenario382:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario383:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario384:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario385:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario386:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario387:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario388:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,0.9,budget_exhausted,0.0,,30.0,0.9,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario389:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario390:part0,1.0,8.0,24.0,1.0,source_hit,1.0,8.0,24.0,0.875,source_hit,1.0,8.0,24.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario391:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario392:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario393:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario394:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario395:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario396:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario397:part0,1.0,10.0,30.0,1.0,source_hit,1.0,10.0,30.0,1.0,source_hit,1.0,10.0,30.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario398:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario399:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario400:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario401:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario402:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,0.9,budget_exhausted,0.0,,30.0,0.9,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario403:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario404:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario405:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario406:part0,1.0,1.0,1.0,1.0,source_hit,1.0,1.0,1.0,1.0,source_hit,1.0,1.0,1.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario407:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario408:part0,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario409:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario410:part0,1.0,10.0,30.0,1.0,source_hit,1.0,10.0,30.0,1.0,source_hit,1.0,10.0,30.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario411:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario412:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario413:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario414:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario415:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario416:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario417:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario418:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario419:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario420:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario421:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario422:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario423:part0,1.0,5.0,15.0,1.0,source_hit,1.0,9.0,27.0,0.5555555555555556,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario424:part0,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,1.0,7.0,21.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario425:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario426:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario427:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario428:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario429:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,0.9,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario430:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario431:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario432:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario433:part0,1.0,4.0,11.0,1.0,source_hit,1.0,4.0,11.0,1.0,source_hit,1.0,4.0,11.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario434:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario435:part0,0.0,,8.0,1.0,teacher_no_action,0.0,,8.0,1.0,teacher_no_action,0.0,,8.0,1.0,teacher_no_action,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario436:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,0.8,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario437:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario438:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario439:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario440:part0,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,1.0,1.0,3.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario441:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario442:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario443:part0,0.0,,30.0,1.0,budget_exhausted,1.0,9.0,27.0,0.6666666666666666,source_hit,0.0,,30.0,0.7,budget_exhausted,val_B30,0.0,1.0,0.0,0,0,0,1,0,0,case,,,,,
val:scenario444:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario445:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario446:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario447:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario448:part0,0.0,,1.0,1.0,teacher_no_action,0.0,,1.0,1.0,teacher_no_action,0.0,,1.0,1.0,teacher_no_action,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario449:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,0.8333333333333334,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario450:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario451:part0,1.0,2.0,5.0,1.0,source_hit,1.0,2.0,5.0,1.0,source_hit,1.0,2.0,5.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario452:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,0.8333333333333334,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario453:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,0.8333333333333334,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario454:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario455:part0,1.0,1.0,2.0,1.0,source_hit,1.0,1.0,2.0,1.0,source_hit,1.0,1.0,2.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario456:part0,0.0,,30.0,1.0,budget_exhausted,0.0,,30.0,0.9,budget_exhausted,0.0,,30.0,1.0,budget_exhausted,val_B30,0.0,0.0,0.0,0,0,0,0,0,0,case,,,,,
val:scenario457:part0,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,1.0,2.0,6.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario458:part0,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,1.0,6.0,18.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario459:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario460:part0,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,1.0,3.0,9.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario461:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario462:part0,1.0,4.0,12.0,1.0,source_hit,1.0,4.0,12.0,0.75,source_hit,1.0,4.0,12.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
val:scenario463:part0,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,1.0,5.0,15.0,1.0,source_hit,val_B30,1.0,1.0,1.0,1,0,0,0,1,1,case,,,,,
